token,environment,setting,agent,valid,score,divergence_flag,human_ref_DAC_fail,human_ref_DDC_fail,human_ref_LK_fail,human_ref_core_fail_any,agent_DAC_raw,agent_DDC_raw,agent_LK_raw,DAC_fail_to_pass,DDC_fail_to_pass,LK_fail_to_pass,error,drivable_area_compliance,driving_direction_compliance,lane_keeping,no_at_fault_collisions,time_to_collision_within_bound,ego_progress,history_comfort,multiplicative_metrics_prod,pdm_score,traffic_light_compliance,weighted_metrics,weighted_metrics_array
5f53001e7e2d5347,B2,filter_on,human_replay,True,1.0,False,True,False,False,True,0.0,1.0,1.0,True,False,False,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
6b0d21782a3b5a22,B2,filter_on,ignore_all,True,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False,False,,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,"[1.0, 0.0, 0.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
6b0d21782a3b5a22,B2,filter_on,human_replay,True,1.0,False,False,False,False,False,1.0,1.0,1.0,False,False,False,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
75f5cc1f425c501d,B2,filter_on,ignore_all,True,0.0,False,False,False,False,False,0.0,0.0,1.0,False,False,False,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"[1.0, 0.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
75f5cc1f425c501d,B2,filter_on,human_replay,True,1.0,False,False,False,False,False,1.0,1.0,1.0,False,False,False,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
99a98a7ffb075389,B2,filter_on,ignore_all,True,1.0,False,False,False,True,True,1.0,1.0,1.0,False,False,False,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
99a98a7ffb075389,B2,filter_on,human_replay,True,1.0,False,False,False,True,True,1.0,1.0,0.0,False,False,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
a6edd19740415b54,B2,filter_on,ignore_all,True,0.0,False,False,False,False,False,0.0,1.0,1.0,False,False,False,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
a6edd19740415b54,B2,filter_on,human_replay,True,1.0,False,False,False,False,False,1.0,1.0,1.0,False,False,False,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
a713265a7f905034,B2,filter_on,ignore_all,True,0.0,False,False,False,True,True,1.0,1.0,0.0,False,False,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
a713265a7f905034,B2,filter_on,human_replay,True,1.0,False,False,False,True,True,1.0,1.0,0.0,False,False,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
a97ceb2edd0251f9,B2,filter_on,ignore_all,True,0.0,False,False,False,False,False,0.0,0.0,1.0,False,False,False,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,"[1.0, 0.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
a97ceb2edd0251f9,B2,filter_on,human_replay,True,1.0,False,False,False,False,False,1.0,1.0,1.0,False,False,False,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
ac55c7f072c6528d,B2,filter_on,ignore_all,True,0.0,False,False,False,False,False,0.0,0.0,1.0,False,False,False,,0.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,"[1.0, 0.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
ac55c7f072c6528d,B2,filter_on,human_replay,True,1.0,False,False,False,False,False,1.0,1.0,1.0,False,False,False,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
c6bd79f439c254a0,B2,filter_on,ignore_all,True,0.0,False,False,False,False,False,0.0,0.5,1.0,False,False,False,,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
c6bd79f439c254a0,B2,filter_on,human_replay,True,1.0,False,False,False,False,False,1.0,1.0,1.0,False,False,False,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
c7a44a2e52bc5e22,B2,filter_on,ignore_all,True,0.0,False,False,False,False,False,0.0,0.0,1.0,False,False,False,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
c7a44a2e52bc5e22,B2,filter_on,human_replay,True,1.0,False,False,False,False,False,1.0,1.0,1.0,False,False,False,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
d142ab856b7653df,B2,filter_on,ignore_all,True,0.0,False,False,False,False,False,0.0,0.0,1.0,False,False,False,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
d142ab856b7653df,B2,filter_on,human_replay,True,1.0,False,False,False,False,False,1.0,1.0,1.0,False,False,False,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
e747d6fdc59252f3,B2,filter_on,ignore_all,True,0.0,False,False,False,False,False,0.0,0.0,0.0,False,False,False,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,"[1.0, 1.0, 0.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
e747d6fdc59252f3,B2,filter_on,human_replay,True,1.0,False,False,False,False,False,1.0,1.0,1.0,False,False,False,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
f23073987e7956e3,B2,filter_on,ignore_all,True,1.0,False,False,False,False,False,1.0,1.0,1.0,False,False,False,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
f23073987e7956e3,B2,filter_on,human_replay,True,1.0,False,False,False,False,False,1.0,1.0,1.0,False,False,False,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
f289e368449b517b,B2,filter_on,ignore_all,True,0.0,False,False,False,False,False,0.0,0.0,1.0,False,False,False,,0.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,"[1.0, 0.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
f289e368449b517b,B2,filter_on,human_replay,True,1.0,False,False,False,False,False,1.0,1.0,1.0,False,False,False,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
fe9e76e6cac35fba,B2,filter_on,ignore_all,True,1.0,False,False,False,False,False,1.0,1.0,1.0,False,False,False,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
fe9e76e6cac35fba,B2,filter_on,human_replay,True,0.8378955671032836,False,False,False,False,False,1.0,1.0,1.0,False,False,False,,1.0,1.0,1.0,1.0,1.0,0.546107587889194,1.0,1.0,0.8378955671032836,1.0,"[0.546107587889194, 1.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 2.0, 2.0, 2.0]"
