no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,traffic_light_compliance,ego_progress,time_to_collision_within_bound,lane_keeping,history_comfort,multiplicative_metrics_prod,score,valid,log_name,frame_type,start_time,num_actor_inputs_seen,route_points_seen,route_roadblocks_seen,map_seen,ego_seen,agent_fallback,human_fallback,max_path_deviation,max_step_displacement,token
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967745.001304,0.0,639.0,30.0,1.0,1.0,1.0,0.0,42153.60009032341,7270.064177752494,0f65bd2bac90534a
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621968010.5008109,0.0,499.0,24.0,1.0,1.0,1.0,0.0,3904.232158398585,1280.0375313383531,0f97d412a94255ac
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967975.500917,0.0,499.0,28.0,1.0,1.0,1.0,0.0,8115.791249616469,1481.9884037714235,10ffaee1fe81544d
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621968174.000253,0.0,634.0,20.0,1.0,1.0,1.0,0.0,26392.02212914189,3869.3537295949222,11094634534c53fd
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968461.0012798,0.0,563.0,26.0,1.0,1.0,1.0,0.0,62022.940833154236,8508.024620858661,12af1e0adcb65df9
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621967042.500475,0.0,494.0,25.0,1.0,1.0,1.0,0.0,20589.93060161964,1081.1165322936315,135ae32b6edc55c5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968448.5008318,0.0,568.0,23.0,1.0,1.0,1.0,0.0,8983.583209637249,2217.1050195558632,135b319cf4b1584c
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967877.001201,0.0,561.0,39.0,1.0,1.0,1.0,0.0,18602.15069978995,5329.397610691389,14d112b14e9a5d5c
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966866.49985,0.0,767.0,19.0,1.0,1.0,1.0,0.0,6451.730474711014,1262.6908497353093,14d171fcb9295596
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967971.499506,0.0,560.0,28.0,1.0,1.0,1.0,0.0,8865.011181767744,3030.0565604010835,153af25086535f35
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621968026.500952,0.0,257.0,22.0,1.0,1.0,1.0,0.0,11797.284956794536,2415.870826407065,1893fb783df95146
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968475.001121,0.0,252.0,27.0,1.0,1.0,1.0,0.0,6827.812430994826,1693.563669351206,19488eb3301f5d26
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621968169.50124,0.0,500.0,19.0,1.0,1.0,1.0,0.0,21727.81047302865,6588.043652107444,1983aff496265a16
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968478.000129,0.0,517.0,27.0,1.0,1.0,1.0,0.0,13671.344174306036,2250.254341677823,198b7ec55c3b5a5c
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968516.499949,0.0,350.0,23.0,1.0,1.0,1.0,0.0,19277.3044450936,3052.828410998306,19efcf474dd85579
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967877.501349,0.0,557.0,39.0,1.0,1.0,1.0,0.0,30303.382190246335,9300.243218566355,1b35b775c4a95647
0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968493.999881,0.0,517.0,23.0,1.0,1.0,1.0,0.0,12249.88395800673,2432.339979795125,1b736bfe747b5987
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621968147.500794,0.0,511.0,20.0,1.0,1.0,1.0,0.0,11775.682754786201,3760.099672578993,1bb7bab27d1552f5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968408.500478,0.0,698.0,22.0,1.0,1.0,1.0,0.0,13437.637325401618,3172.4669339763373,1ceec301ab6552b1
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968526.500526,0.0,188.0,23.0,1.0,1.0,1.0,0.0,4082.5202795417363,1200.5166833889286,1d3700dc6c9950e0
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966868.0003989,0.0,761.0,19.0,1.0,1.0,1.0,0.0,4166.831421578872,990.0008922674045,1d7fd5ffc1e3571c
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967879.999861,0.0,494.0,39.0,1.0,1.0,1.0,0.0,5031.223913959656,1681.55877937415,1df1903e5bcd5036
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966867.500238,0.0,763.0,19.0,1.0,1.0,1.0,0.0,4320.42139391057,912.2590198733599,1e241714a35658ff
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621968169.001169,0.0,515.0,19.0,1.0,1.0,1.0,0.0,31367.48344201317,5375.413149132649,1eff566e627f56b9
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621967034.000237,0.0,639.0,25.0,1.0,1.0,1.0,0.0,12974.542999643274,3765.4516164828124,1f0f883695f05e6c
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621968010.0007858,0.0,506.0,24.0,1.0,1.0,1.0,0.0,16098.859641651441,4291.320798397233,2025f4a272e15733
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966888.501026,0.0,487.0,22.0,1.0,1.0,1.0,0.0,2009.623711421006,903.7475188888852,2087ff145dae502d
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967967.000643,0.0,619.0,29.0,1.0,1.0,1.0,0.0,16532.946087713357,2109.8473812424536,20f825e0d33a5160
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966754.500413,0.0,524.0,19.0,1.0,1.0,1.0,0.0,2362.791410143946,825.4734024287134,210e056a17d1522d
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967878.5005589,0.0,528.0,39.0,1.0,1.0,1.0,0.0,12446.297610965614,3746.6883742154355,2115792748a75f88
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621968181.0002148,0.0,618.0,20.0,1.0,1.0,1.0,0.0,8143.801115473423,948.565031365491,218adf8c450058eb
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966868.500635,0.0,757.0,19.0,1.0,1.0,1.0,0.0,5346.47167604342,1117.3391333187367,221199c4bcef5e62
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621967041.500195,0.0,503.0,25.0,1.0,1.0,1.0,0.0,8152.451087755968,1365.731103744319,23d70775af9754e8
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621967037.500959,0.0,565.0,25.0,1.0,1.0,1.0,0.0,5618.093836359482,1662.6526758552154,24567f5ad57455c4
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966835.501574,0.0,636.0,16.0,1.0,1.0,1.0,0.0,18553.482359493362,4555.780741467154,24d02c4c2a325f01
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966888.000891,0.0,490.0,22.0,1.0,1.0,1.0,0.0,4114.795048796341,717.5086355331856,260c9a75f6e05785
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968475.5009499,0.0,242.0,27.0,1.0,1.0,1.0,0.0,8610.104769875408,2129.714431261609,2649dcc8a1725fb2
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968555.5011818,0.0,678.0,22.0,1.0,1.0,1.0,0.0,5208.172330784514,1468.3159853222026,26cc0e92707756f2
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967982.500345,0.0,528.0,28.0,1.0,1.0,1.0,0.0,9796.12803366654,1762.2085130407215,274fc7077c1b55d4
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967761.5009868,0.0,553.0,34.0,1.0,1.0,1.0,0.0,2169.2949379205998,589.3046949484026,2928cfbed3d15000
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967743.5008068,0.0,713.0,30.0,1.0,1.0,1.0,0.0,4790.832960841976,2168.5657510851456,29d982d97d135311
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967850.500258,0.0,537.0,37.0,1.0,1.0,1.0,0.0,9842.977094572743,2483.7668730819046,29efe3c61a4a580f
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966887.5007138,0.0,494.0,22.0,1.0,1.0,1.0,0.0,14538.219890727269,2848.2991140990257,2a8b9c88615450a8
0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967992.500768,0.0,535.0,24.0,1.0,1.0,1.0,0.0,8731.7926629742,2144.1120145426426,2aa9dce62cd75fce
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967756.5005429,0.0,544.0,34.0,1.0,1.0,1.0,0.0,18823.535986108054,2649.608690322371,2b5dabfa534156c0
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966858.9998279,0.0,548.0,19.0,1.0,1.0,1.0,0.0,9994.873645872854,1855.9017835259383,2c67391395c65d6a
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968458.000872,0.0,492.0,26.0,1.0,1.0,1.0,0.0,54642.013776043714,9855.19779941833,2cd1545c4c835ead
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967889.500031,0.0,576.0,39.0,1.0,1.0,1.0,0.0,11726.028545523312,1673.8188819339744,2d305230053e5e19
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968463.4999158,0.0,521.0,26.0,1.0,1.0,1.0,0.0,7181.553536991115,2433.8696642181894,2d4d48a048615f9a
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968517.000187,0.0,343.0,23.0,1.0,1.0,1.0,0.0,8495.08926117363,1254.0174341053266,2dbaea2c3ad8531f
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966971.5006468,0.0,867.0,23.0,1.0,1.0,1.0,0.0,1882.1539716648556,793.5346722482071,2e21fba9a22851ae
1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968519.500831,0.0,302.0,23.0,1.0,1.0,1.0,0.0,21800.163169119856,5318.30976026373,30f09e001cf55013
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966790.5006878,0.0,840.0,19.0,1.0,1.0,1.0,0.0,11610.314889577909,2675.3122507428698,31cda9ad4b8257b9
0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967993.0009708,0.0,521.0,24.0,1.0,1.0,1.0,0.0,45135.39237767929,5521.917899578346,33b379cc74255b15
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967974.500514,0.0,509.0,28.0,1.0,1.0,1.0,0.0,3913.269824210631,1598.9385312610864,33b5a72931215b30
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967878.001072,0.0,542.0,39.0,1.0,1.0,1.0,0.0,37339.40481966191,6025.348575809961,33c925ac7b905e8f
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966788.500499,0.0,906.0,19.0,1.0,1.0,1.0,0.0,10651.798933406772,3664.0080579683467,34f30283d3bd53ec
0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968446.500566,0.0,662.0,23.0,1.0,1.0,1.0,0.0,18069.90141650087,3380.0358661779856,359f62a656b9586d
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966860.49999,0.0,515.0,19.0,1.0,1.0,1.0,0.0,12298.987942116066,2079.1659960013735,35f226ec4cac52fc
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621968008.500548,0.0,484.0,24.0,1.0,1.0,1.0,0.0,33568.715999786145,3866.730817820002,368cb65e8fef57b7
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968462.00102,0.0,541.0,26.0,1.0,1.0,1.0,0.0,4423.854825850267,1415.736688063637,39e708ddd82155ea
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621968012.500973,0.0,475.0,22.0,1.0,1.0,1.0,0.0,4942.007237190048,1272.2497856744287,3a84cbdfcbf554a6
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621968171.4995,0.0,670.0,20.0,1.0,1.0,1.0,0.0,5541.667504777723,2315.915013223688,3a8a3a691f4450b5
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968468.5004709,0.0,515.0,26.0,1.0,1.0,1.0,0.0,3401.1302591478775,847.6282033787946,3bcb5a54eca95746
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968555.001121,0.0,678.0,22.0,1.0,1.0,1.0,0.0,2705.743702297984,783.6417960122618,3debd3d86b5850dd
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967964.500984,0.0,495.0,29.0,1.0,1.0,1.0,0.0,7787.754593979127,2330.7918181166015,3e1dd9067b365a42
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621967039.001061,0.0,537.0,25.0,1.0,1.0,1.0,0.0,12200.487459164704,1706.4171807754665,3e5bb75bed1d58ad
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967760.000782,0.0,570.0,34.0,1.0,1.0,1.0,0.0,15257.845910356475,5272.885894944064,3f664a7d5f5e5bba
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621967032.000918,0.0,684.0,25.0,1.0,1.0,1.0,0.0,6467.202251489423,1933.688775147273,4020785f2bf55d0b
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968510.0002298,0.0,441.0,23.0,1.0,1.0,1.0,0.0,4405.288979184246,1391.3549491497984,402c9312982a5488
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966789.500289,0.0,871.0,19.0,1.0,1.0,1.0,0.0,22741.295813930585,7739.248906060283,412e722526585e4a
