token,valid,log_name,frame_type,start_time,no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,traffic_light_compliance,ego_progress,time_to_collision_within_bound,lane_keeping,history_comfort,score
e08a526c85475c4b,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968409.500048,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
562f38636f975be4,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968410.00019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
552fd48bfce35a20,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967756.000308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
153af25086535f35,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967971.499506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
3e5bb75bed1d58ad,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621967039.001061,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
9c1e8e69c7cd537b,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967744.000934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
6370add5182e51b7,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621967042.000398,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
d8effdc24c235d3f,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621968182.000495,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
c86e7d3c0dfb57bd,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967969.501268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
054743e97abd5b9c,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621968170.9998488,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
f6195258cc20552f,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966859.499634,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
5066b57b01cb56ec,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968487.000809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
642ba15d21c05f4e,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967991.000418,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25
ac0fb7997f4e5106,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966859.999718,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5
e18ca78f3c5f5a04,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967863.5004978,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
5ae3a0ab54a950d7,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967957.501515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
274fc7077c1b55d4,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967982.500345,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
de31419c6502517b,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967761.001003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
2a8b9c88615450a8,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966887.5007138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
2cd1545c4c835ead,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968458.000872,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5
51d961409a285653,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967888.9998238,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
61e0ce212ed75a50,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621968028.000511,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
c79b2a28285f5e11,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968513.501097,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
80ae73dfb4c45e8d,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966835.001406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
e5caf6d750415ee7,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967759.0008888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
0f65bd2bac90534a,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967745.001304,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
210e056a17d1522d,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966754.500413,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
e96f254899095cf1,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966862.000593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
a41f538fa8e25be0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967915.000681,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
96bf2644106456f6,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967757.500921,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
1983aff496265a16,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621968169.50124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
2d4d48a048615f9a,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968463.4999158,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
91ae20bf459859fe,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966861.500474,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
f0455664b24358a7,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967966.500711,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
88642e4f16be55bd,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967886.500386,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
29efe3c61a4a580f,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967850.500258,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
435eadb0f1fe5b49,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966861.000288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
583f7d0d8b27513c,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621968027.500938,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
e41f13ed67485c54,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967742.500512,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
44062179c5b350bc,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621968029.0002148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
ff5e13b14d735e52,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966858.5001578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
0a51eebaccc95c36,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968514.000742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
52de85cf514f5afd,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966837.499995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
feff00cef4985d6b,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968448.000872,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
a6fd750fe57d5bb9,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968524.0005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
fb643a2514195bfa,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968511.0004818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
d77a9c90baf35d87,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968554.000855,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
9d87610ffed85509,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967991.500505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
8c1e2438ad5f514a,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621968026.0009859,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
45102df6530d59e8,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967743.00073,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
2b5dabfa534156c0,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967756.5005429,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
9215555823945665,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967758.0009708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
08e8092f5e66571f,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621967031.0006058,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
402c9312982a5488,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968510.0002298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
e9c2ed7aa8275015,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968447.000833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
aa4430320c3151e3,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621968175.5007648,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
41d7b533797c5209,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967909.000228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
901722c88ebf50ea,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621967040.000304,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
f1dabe118a6955d6,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968460.5010889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
bb9c441a4c2b5791,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968523.000993,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25
11094634534c53fd,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621968174.000253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
198b7ec55c3b5a5c,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968478.000129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
fe703fbf263151f2,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966867.0000348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
2087ff145dae502d,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966888.501026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
3a84cbdfcbf554a6,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621968012.500973,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
76ec850d346b5ca7,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621968012.000886,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5
98017c16248a5f54,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967862.500321,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
58857855de47556e,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968463.000109,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5
3e1dd9067b365a42,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967964.500984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
6884907db45c5cad,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966838.0001109,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
ac45c0d29f1e5d76,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967910.500694,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
5b21d7acaa545a46,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967982.000167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
218adf8c450058eb,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621968181.0002148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
85c5f81a8dec5628,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968518.500581,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
6280a12d79b4518a,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966839.000478,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
d6641a8596f25d47,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968476.000643,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25
064018bfafb05f56,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968518.000444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
93c36f72811852d3,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966836.001247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
14d112b14e9a5d5c,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967877.001201,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
ea8b66a838c75042,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968409.0002608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
673cfe7af7db5911,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967954.5003629,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
e83be8437b0c5862,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967874.500344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
e805310ff3055efa,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966884.500671,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
7fb4ab2c7e8c527f,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967965.50087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
74a8e53c9a6f50a3,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621968029.5002348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
d08c7fa247395729,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967744.5011048,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
221199c4bcef5e62,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966868.500635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
4ccc9e33aa795ef1,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621968147.00072,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
368cb65e8fef57b7,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621968008.500548,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
026e7b1e0e335625,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967879.499851,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
43ebecce459052f2,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968476.500469,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
fda9b858e7e4588f,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967967.5007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
e0388cc13b635cd7,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967876.500947,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
fbc9981c30745684,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968522.501183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
4b594a8e80915943,True,2021.05.25.14.16.10_veh-35_00083_00485,SceneFrameType.ORIGINAL,1621966857.5009758,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
5368a45f74ed5f66,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968487.500959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
088b38f5e629514b,True,2021.05.25.14.16.10_veh-35_01690_02183,SceneFrameType.ORIGINAL,1621968449.500759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
45878940b52550ea,True,2021.05.25.14.16.10_veh-35_01100_01664,SceneFrameType.ORIGINAL,1621967886.0007758,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
