token,valid_trajectory,finite_pose_count,ego_speed_mps,route_points_seen,route_roadblocks_seen,proposal_end_displacement_m,proposal_path_length_m,proposal_max_step_m,proposal_max_abs_curvature_proxy,mean_lateral_distance_to_route_m,max_lateral_distance_to_route_m,endpoint_distance_to_route_m,mean_heading_error_to_route_deg,max_heading_error_to_route_deg,forward_arc_progress_m,route_continuity_max_gap_m,actor_inputs_seen,logged_future_accessed,stock_score,twosided_score,fallback_score,high574_flag,visual_stratum,route_heading_change_0_60m_deg,input_boundary_verdict,error
008844070af456e3,True,8,0.4854276111693887,140,4,11.818276220995267,14.568012019016821,3.2204960273727337,0.13599027292104032,2.4720792952411482e-08,5.852763611031413e-08,4.540524133426081e-08,14.97001992442282,112.55216365277504,14.792600510615632,0.7483410652443379,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,102.56153556553323,PASS,
0088dd94bbb85394,True,8,8.004671180917304,242,23,40.52501901229428,38.74070236504583,6.2860851134275135,0.027621990623482896,4.603008879132121e-07,1.7014850682216585e-06,1.7014850682216585e-06,0.15978091396525357,0.3752509178480305,38.76548105174894,0.5392756618192945,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,65.48066695702217,PASS,
008b419a63b75917,True,8,8.92997066995662,1795,12,44.58692970166572,41.106935321663315,6.509500993259152,0.052251637694090726,8.20671421001257e-08,2.048235290151394e-07,1.850375300975567e-07,0.20860116651820332,0.6640384055786813,41.16140958461551,0.4848083843397196,0,0,0.8571428571428571,0.0,0.0,0,,75.49969588617617,PASS,
008d66a74c275479,True,8,0.7393474463969378,549,21,15.47025647382192,15.673129782943574,3.3494831659180897,2.703379388279089e-09,7.970835439837584e-09,1.1268517526481807e-08,9.925269739045004e-09,1.9496666932130204e-07,4.6738136544137846e-07,15.673129782943576,0.5039394922868483,0,0,0.7142857142857143,0.0,0.0,1,,1.897361612591759,PASS,
008d6e3394a65c1f,True,8,1.6715209934064708,529,29,19.097290711424915,18.889144072198317,3.795980660969671,0.0013284075818252971,1.2810775672634388e-08,2.2419840854184483e-08,1.6682440012460696e-08,0.0051238005578133385,0.012831074976638004,18.88914982820998,0.6702174035230514,0,0,0.8571428571428571,0.0,0.0,1,,1.2780495328603019,PASS,
0092e40a13ea52f4,True,8,14.298124261361128,516,23,58.05969262717362,51.5670908436237,7.436526202559085,0.002548761854068942,3.33433805905587e-08,1.4657370979952258e-07,2.8847689685400087e-08,0.00972584718996463,0.02742686788159279,51.567421801494405,0.35469424440303005,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,4.93516835733018,PASS,
0093ff0188ea5b90,True,8,1.556336772778615,638,28,19.6463256182717,18.49344491585969,3.741394625484061,0.0013326901566976224,5.1640435489839134e-09,1.492011879603354e-08,4.485021199097922e-09,0.008577960766544442,0.018905609697314894,18.493453625501722,1.0089721625303618,0,0,0.8571428571428571,0.0,0.0,0,,37.03243216677214,PASS,
00a757f8d4e45f8c,True,8,7.838478024806294,515,40,33.16012017324367,38.067396504161735,6.182846747235085,0.11767281815561745,2.274249420779891e-07,5.588498091488513e-07,2.5146490554941586e-07,0.3490015938024003,1.025650361100192,38.31753837103553,0.45110526115552235,0,0,0.8571428571428571,0.5,0.5,0,,113.32381925097806,PASS,
00abc794f8ce5195,True,8,7.10021019009338,507,26,37.65568991523141,36.03273335014928,5.817955627305848,0.15311553707422335,9.075848343352045e-08,4.3629546168482e-07,2.622198344531349e-07,0.4725873203115212,1.9024029507217524,36.2660270526199,0.5056145283343852,0,0,0.8571428571428571,0.0,0.0,0,,77.55815799405013,PASS,
00b2afbb751b59c6,True,8,4.165617060277603,495,19,28.741913876622018,27.261806491261574,4.917765483140372,0.0010000013412730614,6.559953043699674e-09,1.5334451553278948e-08,4.115633837876552e-09,0.0012832464710737933,0.009785428710389447,27.26181166632534,0.5235574118927089,0,0,0.8571428571428571,0.0,0.0,0,,0.3063367175620376,PASS,
00b838c358175255,True,8,10.04812660062895,519,10,48.34585999482345,43.82515441165021,6.801214165850017,0.001000002162150218,8.359871945920683e-09,2.9285095088216325e-08,7.4502148639830056e-09,0.0016370972074043237,0.009509123437471593,43.825172674938365,0.5109494568739398,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,37.28153962827499,PASS,
00c489998dd4555c,True,8,6.50006008513755,820,32,34.90427162622656,34.50101431593753,5.814959500462725,0.045019051562357866,2.2654816852681818e-07,8.052604432234051e-07,8.052604432234051e-07,0.2203432444503469,0.5366148182480083,34.5279406961708,1.1383828717367923,0,0,0.8571428571428571,0.0,0.0,0,,65.58057468006228,PASS,
00c6aecefec9576c,True,8,4.571538175453198,519,32,31.198364928469285,28.57470749441395,5.086225124454715,0.001422528421142526,1.1630034626283346e-08,2.4278354031025726e-08,2.4278354031025726e-08,0.010761629570217396,0.019267452331159937,28.574750941783904,1.421131266462495,0,0,0.8571428571428571,0.0,0.0,0,,13.820104981181206,PASS,
00c893a01244562c,True,8,3.300396246594566,564,46,24.082245757480486,24.37059015709845,4.54387408564282,0.07595843180473913,1.241907019924063e-07,2.845942657642304e-07,2.0893576081199658e-07,0.30162900039030266,0.7786900804391419,24.409217143187526,1.6472264188890617,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,67.9158579213655,PASS,
00ddbc829ecb563e,True,8,2.4312130816275865,545,27,22.253983699080724,21.479290338810188,4.149226547322938,0.023612665943182606,6.584220676709922e-08,3.4281645011298745e-07,3.4281645011298745e-07,0.14020768625330512,0.3332859727698422,21.48337000767951,0.3940956796883915,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,30.068959616021402,PASS,
00eb3a4e0f8052e9,True,8,7.488631105300064,488,20,40.73163867000271,37.35765381528699,6.137269940221557,0.0020260341942174905,2.6918156745120233e-08,9.132422250736457e-08,9.132422250736457e-08,0.004526172835185519,0.02276031624420201,37.35771687086056,0.36618757487247583,0,0,0.8571428571428571,0.0,0.0,0,,2.277164788707149,PASS,
00f20c2762515d09,True,8,11.119294257536353,1792,8,51.08165437155376,46.13048450722195,7.009971055734985,0.0029963221938673385,7.393319264386398e-08,2.626994409374141e-07,2.626994409374141e-07,0.013470732640432593,0.026971752518632756,46.13089454215889,0.45171943552906396,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,6.527385802209646,PASS,
00f49d71f0eb507b,True,8,0.0035045596271401614,1022,19,12.442464987785463,12.785478881926286,2.985977174447312,0.06621923047833479,7.854117887004257e-08,3.1856859334647057e-07,2.574666846942464e-07,14.095458222394564,110.1629166043952,13.117588382917011,0.7452752535231678,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,59.11616821004457,PASS,
00f925ab5406520f,True,8,6.518580551763261,648,21,36.094321293376105,34.55069856045943,5.821352112985986,0.07156250579110417,6.761926861683272e-08,1.6333480084611097e-07,1.5159751198888254e-07,0.13394686213469173,0.6383922854468073,34.58247258094346,1.1941484867596124,0,0,0.0,0.0,0.0,0,,49.169463381954245,PASS,
00fcad6d092c5e8e,True,8,5.749501373996341,1819,20,33.549519506214686,32.24447716908583,5.546364202928471,0.06123465923553518,2.2660233674294656e-07,6.367091612680724e-07,6.367091612680724e-07,0.08327641656512516,0.39120698693231226,32.272942857369,0.4835089260305165,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,49.77277815330284,PASS,
00ff8eeb53cc598b,True,8,4.522432583386185,505,30,29.13540702849968,28.39821506627863,5.066109351425629,0.047613094418679155,1.8005389107628655e-07,5.185430919063472e-07,2.7923276809492426e-07,0.1385810970803733,0.48837963362694603,28.416876254886283,0.38132336844727566,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,1,,50.16917652251748,PASS,
01052f67ec24538c,True,8,11.211811384188366,544,23,51.24823087926962,46.31862113556526,7.026327896553632,0.0004693063518919663,3.1226829746037286e-08,6.663284838549363e-08,2.5707599448933006e-08,0.0029746974865682177,0.011927984405042762,46.318634584834626,0.5912725162833282,0,0,0.8571428571428571,0.0,0.0,0,,2.507541956270907,PASS,
011376b151f2526c,True,8,9.92867828435145,843,31,47.450897194637555,43.54496924143014,6.77545653358632,0.01684183210941135,1.0824992143808818e-07,4.1632371807662736e-07,2.5644430753235104e-07,0.06957127508842403,0.19539034063524688,43.553029245671304,0.5453002952468013,0,0,0.8571428571428571,0.25,0.25,0,,23.354360754148686,PASS,
0114734fd69b598e,True,8,3.593805261852744,522,37,26.931928023040957,25.383335772901454,4.672735584200276,0.01723341362563005,2.013067691946573e-08,7.917481861164059e-08,1.090128964813829e-08,0.0741087933175535,0.12323943918205975,25.384099069333022,0.33888354106976976,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,8.498098607944215,PASS,
01167513b5b55ca1,True,8,1.4993797979925125,630,24,16.189150381590228,18.229252498465765,3.7111731897313534,0.12991299928198535,1.3095044754125815e-07,3.8602320152621835e-07,1.0096147828286986e-07,0.42251393086091193,1.3568761666858535,18.297587407186423,0.3511011451262241,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,88.97216033330031,PASS,
0116de776d6b5d1b,True,8,0.20600748726238075,544,19,13.203985025012859,13.593957821843372,3.089956690695692,0.004140272493286712,2.790631938393614e-09,9.662124511076037e-09,3.135753107977445e-09,18.085197564053402,144.60811910911616,13.821969444447365,0.605895301565702,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,2.887798163602994,PASS,
01226863089b5e1d,True,8,3.8262185706224234,630,18,28.428645599494313,26.15101711822775,4.773383993844386,2.153443957232283e-09,3.273657297801374e-09,7.0637309113687975e-09,7.0637309113687975e-09,2.3111101751297588e-07,4.95089314604353e-07,26.151017118227756,1.2386362691729502,0,0,0.8571428571428571,0.0,0.0,0,,3.8298371166135694,PASS,
0122ce98b2735558,True,8,5.993911361581341,558,34,35.02659241993489,33.00455892783623,5.636031976273609,0.03258960011303792,1.1724754651879679e-07,3.8461330166406987e-07,3.8461330166406987e-07,0.12661172502741772,0.34117287970888893,33.016648709923736,0.43473178122400885,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,30.15824905470529,PASS,
012432bd62b85f80,True,8,2.480673318581159,504,41,20.078067808659785,21.61241607390566,4.1736593409811915,0.13591959483643298,1.9542408286481275e-07,4.764228094626011e-07,4.36151940365606e-07,0.6483907679805462,1.8620876447882215,21.651199732314506,0.6245987627712641,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,77.39865456550572,PASS,
012ca60989175c54,True,8,0.7317313716405042,503,22,15.677230501460224,15.646738090789412,3.3457938521297206,0.0010000056941058336,3.16520007648821e-09,1.0246765098513634e-08,6.273204466339386e-09,0.00847751995515013,0.013957839494250439,15.646742203000382,0.36307518241058895,0,0,0.8571428571428571,0.0,0.0,1,,1.5351548685370477,PASS,
012dc5d8043555ef,True,8,0.8041286396670061,584,19,15.852891132101089,15.897513689457373,3.3808291853110757,4.269857752128784e-09,4.4215117216112e-09,1.3919333011420184e-08,2.3568206796114487e-09,1.5429969959477433e-07,5.484173950596399e-07,15.89751368945737,0.43598645155775095,0,0,0.8571428571428571,0.0,0.0,1,,1.6025673666390259,PASS,
01314f10793f5ad7,True,8,1.9969289028777852,152,9,20.540606621717256,20.00388886279683,3.949142378953271,0.0025736497245836907,1.6318670926713197e-08,2.8265202839785267e-08,2.1741679494171294e-08,0.004277057774295788,0.01415275261435368,20.00389134269851,0.5674715188686825,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,1.919789043279271,PASS,
01329f4a29285dfe,True,8,8.433407226014005,712,25,42.86807198866572,39.8965917272316,6.410781596308802,1.3607386781018164e-09,7.990455017472332e-08,1.396664654760763e-07,3.796643746093395e-08,1.406013368316323e-07,5.1815815759782e-07,39.896591727231566,1.2320373888972374,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,3.554514528827259,PASS,
013456829c0050ce,True,8,1.668218290713009,486,19,19.354298690458226,18.87781115134892,3.7944177221368385,1.9111007329077685e-09,2.5726547572240355e-09,7.329975557220827e-09,2.510609677674236e-09,1.8414602790618267e-07,4.2075916647648934e-07,18.877811151348915,0.390582259265439,0,0,0.8571428571428571,0.0,0.0,0,,0.507936875019879,PASS,
013d05a439b95210,True,8,7.3200403841157415,248,22,38.26368266918394,36.86485047899455,6.0805892848166945,0.027619490928528407,3.5456003821913563e-07,1.3189095460914299e-06,1.3189095460914299e-06,0.16432631448842794,0.3278629806403481,36.88718574864485,0.6644514451152158,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,65.48414112692537,PASS,
013ec5b715635a66,True,8,8.9334723573154,814,27,45.01566680164096,41.16990349659369,6.541825759581116,0.002656953273121999,2.1110921291671693e-08,5.896511234161362e-08,1.4232747373489976e-08,0.016484642454815276,0.027200979564579158,41.170153882521745,0.47556161791552753,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,5.984192737861888,PASS,
013fbdcd9db35b43,True,8,3.865920570665422,68,38,24.89059381956873,26.256179627316374,4.790430882438302,0.09237676285697735,2.2070224734465507,10.56648963937879,10.56648963937879,0.1843894749308248,0.8106883519421393,15.715039772821802,1.7342961396397352,0,0,0.8571428571428571,0.5,0.5,0,,48.41081412647779,PASS,
014369205e025f0c,True,8,5.701424671004178,650,25,34.122646361115066,32.125600820516404,5.52848096762263,0.0016535364472171391,2.7298029171657404e-08,7.474233770664199e-08,7.474233770664199e-08,0.006109476078778564,0.016780285274879573,32.1256289831153,0.8054398124275246,0,0,0.0,0.8571428571428571,0.8571428571428571,0,,3.957449725051023,PASS,
0145102e6c2f5803,True,8,10.512299047126188,772,39,49.528536286376806,44.85335147188964,6.896339419972803,0.005214367828385579,5.224642991308664e-08,2.286987212115219e-07,2.286987212115219e-07,0.025359191604526637,0.06874117730310417,44.85414357936473,0.4794372670730002,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,7.345001009650419,PASS,
0146e76ccdba5d9d,True,8,10.078044918446885,587,10,47.942460209969425,43.769860400390385,6.741342307775839,0.07169953042243704,3.1685890653993247e-08,1.0020917809789248e-07,7.021652285552818e-08,0.25869824573351363,0.915557185404362,43.892865276686265,0.4765052983565331,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,67.66199065877045,PASS,
015011d2b73158b7,True,8,5.176983421522447,487,38,30.461949908212034,30.4518106971574,5.317428316112684,0.054032271921370105,1.1682282853058631e-07,3.308934823297172e-07,3.308934823297172e-07,0.22288426323736152,0.7547444823819903,30.497864419819308,0.40795150518568424,0,0,0.8571428571428571,0.25,0.25,0,,126.83359421720192,PASS,
01518f6335d75c16,True,8,4.600840362853903,522,41,30.543639335814156,28.660899497064605,5.095505406053832,0.02507635417056932,5.1722771764573326e-08,1.653020001190544e-07,1.4162561961373953e-07,0.12401971761793289,0.3548126593242507,28.66882815858754,0.28700617530833644,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,57.55929576846381,PASS,
015593741e7050f7,True,8,7.857379815484915,707,21,41.84437586480023,38.368391370395855,6.247881434419868,0.0041001199069457565,1.662710941249243e-08,4.709003798147085e-08,1.4543308566996876e-08,0.016573962738970105,0.0411445856804856,38.36874736034152,0.44510058388094975,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,9.949157886433355,PASS,
0156027594b85857,True,8,7.5998815434171325,932,32,39.72113660026891,37.62544998981795,6.160683335429796,0.04202575009853348,1.1893244860822751e-07,7.330515339705628e-07,1.434277130840927e-07,0.10053354346193076,0.29823579329221817,37.665388577777115,0.5766421135698891,0,0,0.8571428571428571,0.5,0.5,0,,63.80203388038433,PASS,
015ef5e7f5a55db8,True,8,8.114810073828002,497,28,42.77661338248334,39.05943468714365,6.322327757561115,0.0010000021056420496,1.4588713845110928e-09,3.254140200942957e-09,3.254140200942957e-09,0.0013430155768861137,0.006217436695961809,39.059444450498354,0.3512127012019592,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,1.1582650171560023,PASS,
0165d0814e905c1c,True,8,3.358272974314293,675,26,25.92809860640592,24.601740375020185,4.569129548206762,0.013699142024495488,1.0858506717438529e-08,2.098790260555412e-08,2.098790260555412e-08,0.05818407164932605,0.4353414212948973,24.60208257714366,0.4557699012887872,0,0,0.8571428571428571,0.0,0.0,0,,86.4777234904097,PASS,
0166f867762a56e1,True,8,13.966903801374547,526,23,57.45000604304983,51.09522167720641,7.403435942487956,0.001000003153406409,2.3315133276298243e-08,5.6337498764726435e-08,3.792890464327586e-08,0.007751680544760625,0.014319760944886708,51.09530343687289,0.41332641783617224,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,2.591647571983234,PASS,
